1,1673,0
0,1293,0
2,915,0
3,205,0
4,1288,0
5,918,0
6,1988,1
7,1551,1
8,1589,0
9,955,1
10,1762,0
11,847,0
12,1243,0
13,1373,1
14,1478,0
0,915,0
0,2223,0
0,1861,0
0,1861,0
0,1861,0
